Unnamed: 0,x,y
0,http://tobogo.net/cdsb/board.php?board=mylife&bm=view&no=457&category=&auth=&page=1&search=&keyword=&recom=,1
1,http://yonasu.com/masaki-aiba-to-star-in-new-drama-bartender/,1
2,http://pbs.org/wgbh/aso/databank/entries/bhpenf.html,0
3,http://7seascity.com/,1
4,http://www.babolna.eu/index.php?option=com_content&view=category&layout=blog&id=10&Itemid=16&el_mcal_month=12&el_mcal_year=2012,1
5,http://poker-bets.net/component/tag/pokerstrategy,1
6,http://artturo.com/index.php?view=article&catid=46:logo-design&id=64:architect-lopes-silva&tmpl=component&print=1&layout=default&page=&option=com_content,1
7,http://9779.info/%E6%9F%93%E7%BA%B8%E4%BD%9C%E5%93%81%E5%89%AA%E8%B4%B4%E7%94%BB/,1
8,http://emusic.com/artist/Fleetwood-Mac-MP3-Download/10564324.html,0
9,http://udn.com/news/story/6999/896739-%E6%9F%AF%E8%95%AD%E9%98%B2%E7%A6%A6%E7%8E%87%E7%A0%B44-%E8%B3%BD%E6%8F%9A%E7%8D%8E%E5%8A%9F%E5%8A%9B%E7%9B%A1%E5%A4%B1%EF%BC%9F,1
10,http://6i3cb6owitcouepv.micropaysearch.com/img/rt.png,1
11,http://amazon.com/s?ie=UTF8&keywords=North%20Dakota&rh=n%3A1036592%2Ck%3ANorth%20Dakota&page=1,0
12,http://bjcurio.com/js/index.htm?ref=http://izrxueeus.battle.net/d3/en/index,1
13,http://nerosk.ru/78hceef,1
14,http://www.icci.com.br/index.php?option=com_k2&view=item&id=42:alegria-mais-que-sentimento&Itemid=43,1
15,http://www.ferienwohnungen-in-nordfriesland.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5mZXJpZW53b2hudW5nZW4taW4tbm9yZGZyaWVzbGFuZC5kZS9odXN1bS8xMjI2LWZlcmllbndvaG51bmctaW4taHVzdW0tYWItNDUtZXVyby1hbS10YWcuaHRtbA==,1
16,http://blogs.ssrc.org/tif/author/taylor/,1
17,http://toutmontreal.com/english/aete/theatre.html,0
18,http://sparcochile.com/index.php?page=shop.browse&category_id=7&option=com_virtuemart&Itemid=65,1
19,http://jaksprawdzicsamochodprzedzakupem.pl/o1pc9vx,1
20,http://hanakago3.web.fc2.com/jkYTFhb7,0
21,http://espn.go.com/blog/collegebasketballnation/tag/_/name/kemba-walker,0
22,http://www.winnerhydraulicsusa.com/webstore/store/listcategoriesandproducts.asp?idcategory=143,1
23,http://blackwatchpd.com/,1
24,http://2amsports.com/HSBC-BANK_STORAGE_DATA/new-payment-document.html,1
25,http://jccmontreal.blogspot.com/,0
26,http://extratorrent.cc/torrent/4189608/No+Offence+S01E02+720p+HDTV+x264-SNEAkY.html,1
27,http://myshop.lk/6872VF.php,1
28,http://marvel.com/news/movies/23549/captain_marvel_soars_into_the_marvel_cinematic_universe,1
29,http://opziwr-zamosc.pl,1
30,http://flixster.com/actor/wildman-steve,1
31,http://www.hotsource.ch/index.php?option=com_content&view=article&id=131:hstub-30a-badefass&catid=37:badefaesser-aus-aluminium,1
32,http://rubyspears.com/,1
33,http://lyrics007.com/Gabrielle%20Destroismaisons%20Lyrics/Into%20You%20Lyrics.html,1
34,http://convio.cancer.ca/site/TR?fr_id=8784&pg=entry,0
35,http://getego.suroot.com/~focused/wp-content/themes/twentytwelve/js/ay/cp.php?m=login,1
36,http://skillwho.com/lists/D/D0/297802/,1
37,http://lol47.noip.me/,1
38,http://myspace.com/route291,0
39,http://merkel.esc14.net/,1
40,http://secure.runescape.com.d.weblagon.loginforn.com/mod/?/&=&ssl=0,1
41,http://wn.com/1987_Rugby_World_Cup,1
42,http://rediff.com/sports/report/french-open-2011-roger-federer-monfils-murray-djokovic/20110601.htm,0
43,http://www.plancho.de/988g765f,1
44,http://biophyt.net/js/sss/hotmail/zonalzone/homezone,1
45,http://jasquaniel.com/index.php?option=com_content&view=article&id=91:-la-cire-doreille&catid=14:textes-recits-poemes&Itemid=42,1
46,http://intelligentsoccer.com/?p=566,0
47,http://yourcab.ca/tour-chester.htm,1
48,http://homesofbr.com/index.php?option=com_properties&view=properties&task=map&id=14&Itemid=94,1
49,http://svadebny.com/index.php?option=com_sobi2&catid=127&Itemid=697,1
50,http://ardeex.com/index.php?option=com_content&view=article&id=90&Itemid=62&lang=de,1
51,http://indianexpress.com/article/opinion/columns/transforming-our-cities-on-water-singapore-shows-the-way/,0
52,http://q97country.com/page.php?page_id=16364&jock_id=4199,1
53,http://www.fundicor.com/index.php?view=article&catid=45:galerias&id=105:principal&tmpl=component&print=1&layout=default&page=,1
54,http://imdb.com/title/tt0160509/,0
55,http://lpmxp2068.com,1
56,http://www.ninopizzaria.com.br/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5uaW5vcGl6emFyaWEuY29tLmJyL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTcyOnJ0bC10ZW1wbGF0ZS1zdXBwb3J0JmNhdGlkPTM5OmZyb250cGFnZSZJdGVtaWQ9NTA=,1
57,http://sohacogroup.com.vn/thu-vien-anh/thu-vien-anh.html,1
58,http://lpmxp1035.com,1
59,http://emgn.com/entertainment/20-creative-advertisements-which-will-get-you-thinking/,1
60,http://www.fredhopper.nl/customer-care/index.html,1
61,http://ralphinla.rootsweb.ancestry.com/eames.htm,1
62,http://www.akmediaproductions.ca/index.php?option=com_k2&view=itemlist&task=category&id=2:graphic-design&Itemid=82,1
63,http://superpages.com/bp/Lima-OH/WIMT-Radio-FM-L0122513920.htm,1
64,http://diannvail.com/?page_id=8,1
65,http://familytreemaker.genealogy.com/users/b/a/r/Amanda-Bartley-1/GENE1-0004.html,1
66,http://spefo.org.pe/admin/cache/ys/Alibaba/safeguardyouraccountsecurity.php?rand=13InboxLightaspxn.1774256418,1
67,http://umanitoba.ca/outreach/cm/vol13/no21/duhameladrenalinerush.html,1
68,http://air3.susaonline.org.uk/shows/diaries.php?id=359&PHPSESSID=8f71d3f90d8c052ff8062d02cc942874,1
69,http://www.paoarapanui.cl/index.php?option=com_content&view=article&id=4&Itemid=5,1
70,http://www.vittorioguzzo.it/home.html,1
71,http://filecraft.com/?q=lynn+anderson+greatest+hits,1
72,http://y-killa.nice-forum.com/,1
73,http://twitter.com/vbDluCmRA,0
74,http://www.neesonmurcutt.com/general/contact-us.html,1
75,http://jwaynefan.com/michael.html,1
76,http://en.wikipedia.org/wiki/Jessica_Bangkok,0
77,http://108.175.156.78/~thaisupp/stress/post.php,1
78,http://maybank2u.com.my/mbb_info/m2u/public/promoChannel.do?cntTypeId=1&channelId=PRO-Promotions&programId=PRO02-Cards:AmericanExpress&chCatId=/mbb/Personal/PRO-Promotions,1
79,http://www.colegiovalledelmiro.es/es/servicios/complemento-formativo,1
80,http://reviews.cnet.com/televisions/,0
81,http://www.odatebussan.net/g_sake.html,0
82,http://www.plasmacamcnc.com/ISOWJ&Plasma,1
83,http://67.221.195.6/se77.avi,1
84,http://antiquescollectablesandjuststuff.com/98h86f/,1
85,http://mojopages.com/biz/first-unitarian-church-of-oakland/oakland/ca/94612/10219668,1
86,http://mcgill.ca/maritimelaw/history/landry/,0
87,http://alfalfalfa.com/tag/%E3%83%8D%E3%83%83%E3%83%88%E3%83%A6%E3%83%BC%E3%82%B6%E3%83%BC,1
88,http://imdb.com/title/tt0324216/,0
89,http://www.masrealestate.it/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,1
90,http://beckspeed.com/,1
91,http://silca02.it/confezioni-scatole/confezionamento/pirottini/pirottino-rotondo,1
92,http://www.norzwebmarketing.com/home/perche,1
93,http://facebook.com/pages/Skyline-High-School-Oakland-CA/108769819155326,0
94,http://mo-artworks.com/blog/diverse-videos/speedpainting?tmpl=component&print=1&layout=default&page=,1
95,http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&site=jobsgrs&country=gbr&grssector=3&category=9348&sector=9424&rand=1178229313705&spacedesc=10,0
96,http://cibconlinebanking.net/wp-login.php,1
97,http://blogs.denverpost.com/sports/category/colorado-rapids/,0
98,http://www.dijoser.pt/index.php/empresa/clientes/1-referencias/detail/17-drel.html?tmpl=component,1
99,http://facebook.com/pages/Casa-del-popolo/180566238648821,0
100,http://server.security.hotelneelgiri.com/access/MGen/F2e24ee545f9cfbb36cf967bde16fdab8/,1
101,http://paperbackswap.com/Seven-Key-Truths-Robert-C-Ewing-Glenn-Ewing/book/9687756187/,1
102,http://articles.boston.com/2008-06-03/news/29271896_1_gregory-chamitoff-shuttle-discovery-space-station,0
103,http://sing365.com/music/lyric.nsf/take-this-ring-lyrics-toni-braxton/0a93e0a05aad4c9048257065002e0626,1
104,http://montreallisting.ca/ads/montreal-6-1-2-lower-in-the-heart-of-monkland-village-ndg-ad-300617/,0
105,http://vedicmotet.com/rpi4l,1
106,http://freepages.genealogy.rootsweb.ancestry.com/~knappdb/nicholas/p000001k.htm,1
107,http://www.berufungswege.de/fotogalerie/berufungswege-gruppen.html,1
108,http://tripadvisor.com/LocationPhotos-g187852-d272512-w2-Villa_Sampaguita-Asti_Piedmont.html,0
109,http://www.recettepourtous.net/index.php?option=com_content&view=category&layout=blog&id=61&Itemid=73,1
110,http://krisroberts.net/,1
111,http://surubiproducciones.com/wp/wp-includes/1/nel/art/new/,1
112,http://ancientvine.com/templeofisis.html,0
113,http://www.finixclub.ru/services/forthebody,0
114,http://youtube.com/watch?v=tzX8akFY6YM,0
115,http://campusrent.com/Ohio_State_University_Lima_Apartments.cfm,1
116,http://www.holidayclub-mtb.com/holiday/index.php?option=com_content&view=article&id=44&Itemid=59,1
117,http://wikifeet.com/Zaho,0
118,http://slaviacapital.com/tlacove-spravy-eng/palma-group-sold-grain-elevators-to-adm,1
119,http://celebrities.pl/caprice_bourret/,1
120,http://porteirasacoforte.com.br/wp-content/languages/chizi//pi/domz.html,1
121,http://www.juventudelirica.com.br/index.php?view=article&id=8:social&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=8,1
122,http://cinefestvotorantim.com.br/new/energy/,1
123,http://hssouthcarolina.scout.com/,1
124,http://www.real-house.nl/sejeal.jpg,1
125,http://nme.com/blog/index.php?blog=122&title=free_mp3_downloads_7&more=1&c=1&tb=1&pb=1,1
126,http://www.learnpolish-online.pl/en/links.html,1
127,http://mylife.com/zip-codes/b3-17616/,1
128,http://www.denverluxurytour.com/scripts/cgi/index.html,1
129,http://notebookreparatur24.com/index.php/notebook-service/notebook-werkstaetten/hamburg.html?tmpl=component&print=1&page=,1
130,http://lawsuitsettlementamounts.com/,1
131,http://www.animalairways.com/component/content/article/34/111-company.html,1
132,http://www.bsc-md.de/index.php?option=com_mitglieder&layout=default&view=mitglied&id=12&Itemid=5,1
133,http://www.aktivregion-ostseekueste.de/news/pressemitteilungen/87-uebersicht-pressemitteilungen-2010.html,1
134,http://www.besztercekk.hu/index.php?option=com_content&view=article&id=455:edzmeccs-jelleggel&catid=45:nb-ia&Itemid=124,0
135,http://mfa.gov.by/en/press/news_mfa/a9629e81f6834d89.html,1
136,http://stregisammanresidences.com/78dead2cb90285fa990f1f8e1566fd95/www.credit-agricole.fr-secure-vos-information-id5e40rg48erg5erg5e4e5th4ry4yukyu8tg4f8/,1
137,http://innbill.com/,1
138,http://eventful.com/performers/chromeo-/P0-001-000011820-1,1
139,http://www.fondazioneunivaq.it/pressroom/comunicati.1,1
140,http://www.raci.it/rete-di-vendita/friuli.html,1
141,http://realproguide.com/USA/Washington/King/Maple-Valley/,1
142,http://www.adventustechnology.com/key-consultants/101-jean-marie-parel.html,1
143,http://spoke.com/info/pF2WnMN/ZachTrimmer,0
144,http://youtube.com/watch?v=i0p2dvMUeqg,0
145,http://linkedin.com/directory/people/lutfy.html,0
146,http://en.wikipedia.org/wiki/David_Plouffe,0
147,http://en.wikipedia.org/wiki/Luniz,0
148,http://okumaaliskanligi.com/component/content/article/7-sorun/94-cocugunuz-okumuyorsa.html,1
149,http://www.agathaprojetosocial.com.br/portal/index.php?option=com_content&view=article&id=204&catid=11,1
150,http://facebook.com/Ltcstudios1,0
151,http://www.mirakelkursen.org/artiklar-om-ekim/63-om-tid-och-tacksamhet,1
152,http://canpages.ca/page/QC/montreal/centre-dexposition-de-montrea-du-centre-eaton/5097542.html,1
153,http://ciataime.com/lifechanger/norton/partial/wen/secureus/secureUSAA/question.php?id=usaaonline,1
154,http://www.hollingstedt.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5ob2xsaW5nc3RlZHQuZGUvZG9yZmxlYmVuL2xhbmRmcmF1ZW4vNjktbGFuZGZyYXVlbi12ZXJlaW4uaHRtbA==,1
155,http://remyks.com/cms/mambots/editors-xtd/links/PDF.php,1
156,http://kansas.com/2011/10/25/2076791/a-history-of-kemper-arena-in-pictures.html,1
157,http://georgewbush-whitehouse.archives.gov/ask/20040512.html,0
158,http://trulia.com/property/3043727412-63370-County-Road-557-Cook-MN-55723,1
159,http://www.limburgeraltstadt.de/index.php?option=com_content&view=article&id=82&Itemid=97,0
160,http://powells.com/biblio/2-9780307381262-1,1
161,http://denver.about.com/od/sportsrecreation/a/broncos08.htm,0
162,http://filmtelevisionauditions.com/2010/04/disney-abc-television-groups-casting.html,1
163,http://agrisemm.com/news/1-latest-news/63-market-update-june-2010,1
164,http://youtube.com/watch?v=D4mpO75mNqY,0
165,http://www.zruby.sk/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy56cnVieS5zay9pbmRleC5waHAva2F0YWxvZy16cnVib3YtbWFpbm1lbnUtNzIvNTc1LXpydWItYy0xMg==,1
166,http://forums.internationalhockey.net/showthread.php?6563-Australian-Ice-Hockey-League-2008,1
167,http://za.linkedin.com/pub/bill-graham/16/513/60b,0
168,http://shop.ybq.com.pk/downloader/Maged/Model/cmd/d910364163111204f9917022d93941df/moncompte/,1
169,http://legal-dictionary.thefreedictionary.com/Townships,0
170,http://khq.com/story/16022878/gonzaga-womens-basketball-score-101-against-hofstra-in-opener,1
171,http://kcpappsuglccoiq.xyz/information.cgi,1
172,http://giantbomb.com/ico-and-shadow-of-the-colossus-the-collection/61-32696/,0
173,http://youtube.com/watch?v=AM3Xrr-Mvs8,0
174,http://gulfcoastlivingonline.net/component/banners/click/11,1
175,http://lyricsmania.com/reaching_quiet_lyrics.html,0
176,http://patriciaconroy.net/bio.cfm,1
177,http://google-analytisc.co.cc,1
178,http://music.yeucahat.com/song/Chinese-French/45497-Mayonaka-No-Shadow-Boy~Hey-Say-JUMP.html,1
179,http://swisscorner.com/wiki.php?title=Archduchess_Marie_Astrid_of_Austria,1
180,http://ratical.com/radiation/CNR/PP/app7.html,0
181,http://hcunit.com/67j5hg,1
182,http://www.dijon-cereales-meunerie.fr/index.php?option=com_content&view=article&id=32&Itemid=42,1
183,http://grasslandhotel.com.vn/index.php/tours/danangtours/items/fbtrack.js,1
184,http://reachsolutions.com/about_biography.html,0
185,http://aolpictures.aol.co.uk/galleries/antonjulianov777/9420NORtoEfpL1sfoR91jqWHywdTaTCPEG9Ov4xQp5Fd3Ig=/tag/show,1
186,http://mayberryusa.yuku.com/topic/794,1
187,http://absoluteastronomy.com/topics/Oregon_State_Beavers_baseball,0
188,http://koronazrt.hu/index.php/hu/ruhazati-uzleteink.html,1
189,http://veromi.com/NY/Jill-Schroeder.aspx,1
190,http://meetup.com/screenwriters-234/,0
191,http://faqs.org/people-search/blodgett-oregon/,0
192,http://flickr.com/photos/wellesleycollege/5511676859/,0
193,http://biography.com/people/amy-tan-9542574,0
